63507316980.00	5.00	20.00	10.00	705.00
63507317160.00	1.00	2.20	1.00	4.50
63507317340.00	1.00	2.20	1.00	37.50
63507317520.00	0.00	0.40	0.20	55.50
63507317700.00	0.80	2.20	1.20	498.50
63507317880.00	0.60	1.60	0.80	228.50
63507318060.00	0.00	0.00	0.00	800.50
63507318240.00	0.00	0.00	0.00	503.50
63507318420.00	0.00	0.00	0.00	1081.50
63507318600.00	0.00	0.00	0.00	8.50
63507318780.00	0.00	0.00	0.00	6.50
63507318960.00	0.00	0.00	0.00	6.50
63507319140.00	0.00	0.00	0.00	5.50
63507319320.00	0.00	0.00	0.00	5.50
63507319500.00	0.00	0.00	0.00	6.50
63507319680.00	0.00	0.00	0.00	5.50
63507319860.00	0.00	0.00	0.00	6.50
63507320040.00	0.00	0.00	0.00	6.50
63507320220.00	0.00	0.00	0.00	5.50
63507320400.00	0.00	0.00	0.00	5.50
63507320580.00	0.00	0.00	0.00	5.50
63507320760.00	0.00	0.00	0.00	5.50
63507320940.00	0.00	0.00	0.00	6.50
63507321120.00	0.00	0.00	0.00	5.50
63507321300.00	0.00	0.00	0.00	6.50
63507321480.00	0.00	0.00	0.00	10.50
63507321660.00	0.00	0.00	0.00	5.50
63507321840.00	0.00	0.00	0.00	5.50
63507322020.00	0.00	0.00	0.00	4.50
63507322200.00	0.00	0.00	0.00	46.50
63507322380.00	0.00	0.00	0.00	135.50
63507322560.00	0.00	0.00	0.00	1460.50
63507322740.00	0.00	0.00	0.00	539.50
63507322920.00	0.00	0.00	0.00	5.50
63507323100.00	0.00	0.00	0.00	5.50
63507323280.00	0.00	0.00	0.00	5.50
63507323460.00	0.00	0.00	0.00	5.50
63507323640.00	0.00	0.00	0.00	5.50
63507323820.00	0.00	0.00	0.00	9.50
63507324000.00	0.00	0.00	0.00	40.50
63507324180.00	0.00	0.00	0.00	8.50
63507324360.00	0.00	0.00	0.00	55.50
63507324540.00	0.00	0.00	0.00	5.50
63507324720.00	0.00	0.00	0.00	5.50
63507324900.00	0.00	0.00	0.00	5.50
63507325080.00	0.00	0.00	0.00	5.50
63507325260.00	0.00	0.00	0.00	5.50
63507325440.00	0.00	0.00	0.00	5.50
63507325620.00	0.00	0.00	0.00	5.50
63507325800.00	0.00	0.00	0.00	5.50
63507325980.00	0.00	0.00	0.00	5.50
63507326160.00	0.00	0.00	0.00	5.50
63507326340.00	0.00	0.00	0.00	6.50
63507326520.00	0.00	0.00	0.00	5.50
63507326700.00	0.00	0.00	0.00	5.50
63507326880.00	0.00	0.00	0.00	5.50
63507327060.00	0.00	0.00	0.00	5.50
63507327240.00	0.00	0.00	0.00	5.50
63507327420.00	0.00	0.00	0.00	5.50
63507327600.00	0.00	0.00	0.00	5.50
63507327780.00	0.00	0.00	0.00	5.50
63507327960.00	0.00	0.00	0.00	5.50
63507328140.00	0.00	0.00	0.00	5.50
63507328320.00	0.00	0.00	0.00	5.50
63507328500.00	0.00	0.00	0.00	5.50
63507328680.00	0.00	0.00	0.00	5.50
63507328860.00	0.00	0.00	0.00	5.50
63507329040.00	0.00	0.00	0.00	5.50
63507329220.00	0.00	0.00	0.00	5.50
63507329400.00	0.00	0.00	0.00	5.50
63507329580.00	0.00	0.00	0.00	6.50
63507329760.00	0.00	0.00	0.00	5.50
63507329940.00	0.00	0.00	0.00	6.50
63507330120.00	0.00	0.00	0.00	5.50
63507330300.00	0.00	0.00	0.00	4.50
63507330480.00	0.00	0.00	0.00	5.50
63507330660.00	0.00	0.00	0.00	5.50
63507330840.00	0.00	0.00	0.00	5.50
63507331020.00	0.00	0.00	0.00	6.50
63507331200.00	0.00	0.00	0.00	5.50
63507331380.00	0.00	0.00	0.00	5.50
63507331560.00	0.00	0.00	0.00	5.50
63507331740.00	0.00	0.00	0.00	5.50
63507331920.00	0.00	0.00	0.00	5.50
63507332100.00	0.00	0.00	0.00	5.50
63507332280.00	0.00	0.00	0.00	5.50
63507332460.00	0.00	0.00	0.00	6.50
63507332640.00	0.00	0.00	0.00	6.50
63507332820.00	0.00	0.00	0.00	5.50
63507333000.00	0.00	0.00	0.00	5.50
63507333180.00	0.00	0.00	0.00	5.50
63507333360.00	0.00	0.00	0.00	5.50
63507333540.00	0.00	0.00	0.00	6.50
63507333720.00	0.00	0.00	0.00	5.50
63507333900.00	0.00	0.00	0.00	5.50
63507334080.00	0.00	0.00	0.00	5.50
63507334260.00	0.00	0.00	0.00	5.50
63507334440.00	0.00	0.00	0.00	5.50
63507334620.00	0.00	0.00	0.00	6.50
63507334800.00	0.00	0.00	0.00	6.50
63507334980.00	0.00	0.00	0.00	5.50
63507335160.00	0.00	0.00	0.00	6.50
63507335340.00	0.00	0.00	0.00	5.50
63507335520.00	0.00	0.00	0.00	5.50
63507335700.00	0.00	0.00	0.00	5.50
63507335880.00	0.00	0.00	0.00	6.50
63507336060.00	0.00	0.00	0.00	6.50
63507336240.00	0.00	0.00	0.00	5.50
63507336420.00	0.00	0.00	0.00	5.50
63507336600.00	0.00	0.00	0.00	5.50
63507336780.00	0.00	0.00	0.00	5.50
63507336960.00	0.00	0.00	0.00	5.50
63507337140.00	0.00	0.00	0.00	5.50
63507337320.00	0.00	0.00	0.00	5.50
63507337500.00	0.00	0.00	0.00	5.50
63507337680.00	0.00	0.00	0.00	5.50
